channel,rate,seed,query_count,matched_prefix_query_count,evidence_recall,feasible_rate,penalized_admissibility_upper_risk,infeasibility_risk_component,admissibility_conditional_risk_component,matched_prefix_wrong_scope_exposure_rate,returned_wrong_scope_rate,known_relevant_inadmissible_rate,joint_label_coverage,candidates_scored
namespace_false_allow,0.1,8,3767,2616,0.8214612353821182,0.6838682032191215,0.4652632698510243,0.3161317967808786,0.14913147307014513,0.08728068064434308,0.22078121279349577,0.0,0.2219064222607518,10406.643956013513
namespace_false_allow,0.1,9,3767,2615,0.8209223765709129,0.6845159647580001,0.46447635088820005,0.31548403524199997,0.14899231564619977,0.08728074261479711,0.22019668610147675,0.0,0.22173429938896122,10407.018237228076
namespace_false_allow,0.2,0,3767,2455,0.7996716146883804,0.6518361298870926,0.5082023384817874,0.3481638701129074,0.1600384683688799,0.12201447544361609,0.3013873502014597,0.0,0.2211982092431013,19268.81215062725
namespace_false_allow,0.2,1,3767,2449,0.7982291704206467,0.650109453428362,0.5088551335156934,0.3498905465716381,0.15896458694405485,0.12113654423105977,0.30087661763561674,0.0,0.22222048950818918,19266.435188481515
namespace_false_allow,0.2,2,3767,2458,0.7996542750427849,0.6539023064790299,0.50771289901349,0.34609769352097003,0.16161520549251895,0.12426165869094208,0.3001219017665787,0.0,0.22173468215926773,19263.852262332224
namespace_false_allow,0.2,3,3767,2462,0.7998465686367516,0.654518829290374,0.5074568883042792,0.34548117070962603,0.16197571759465215,0.12411151640186625,0.3009635143450585,0.0,0.2196224136429485,19261.731274445778
namespace_false_allow,0.2,4,3767,2456,0.7984666455620482,0.6535940450733579,0.5054348299412772,0.34640595492664206,0.1590288750146347,0.12018783643874978,0.3005387619561802,0.0,0.22094028240418817,19266.456897334214
namespace_false_allow,0.2,5,3767,2462,0.7998411346044307,0.654518829290374,0.5060892016431916,0.34548117070962603,0.16060803093356465,0.1220541712922588,0.3003160003583606,0.0,0.22030631197996067,19266.674639811576
namespace_false_allow,0.2,6,3767,2457,0.8002574542676818,0.6537481757761939,0.5051983420362658,0.34625182422380607,0.15894651781245925,0.11975914196221447,0.2999507960570823,0.0,0.22135347568811659,19264.847816412945
namespace_false_allow,0.2,7,3767,2458,0.798789723611265,0.6522985219956006,0.5071701298597816,0.3477014780043994,0.1594686518553812,0.12075698208765931,0.30128827038827877,0.0,0.22222116932489538,19262.899826831355
